latitude,longitude,district,elevation,slope,aspect,month,rainfall_daily,rainfall_7day,ndvi,soil_moisture,distance_to_road,land_cover,landslide
26.6337,92.8782,Tezpur,347.3,11.8,161.7,6,1.7,10.9,0.95,0.945,1699.3,urban,0
27.4491,94.9424,Dibrugarh,2459.0,17.8,101.1,10,1.1,5.1,0.461,0.251,2750.4,agriculture,0
26.7081,93.971,Jorhat,1145.0,9.7,303.4,7,11.4,43.4,0.434,0.608,4713.1,agriculture,0
27.3134,93.1182,Itanagar,359.6,14.5,72.9,9,29.4,72.3,0.598,0.398,1178.3,forest,0
25.9425,91.62,Guwahati,1144.4,43.2,20.2,7,29.3,143.2,0.432,0.584,1292.7,forest,0
26.5976,92.7434,Tezpur,1544.1,16.0,188.5,7,6.6,48.1,0.561,0.887,8787.8,forest,0
23.9423,91.4213,Agartala,622.0,10.9,213.2,9,6.6,25.2,0.772,0.871,1336.3,water,0
26.9887,94.2614,Jorhat,1387.1,17.7,196.1,4,6.1,37.0,0.673,0.175,645.1,urban,1
23.7089,92.7131,Aizawl,1372.8,49.8,299.2,1,1.0,1.9,0.587,0.199,7736.9,bare,0
26.7648,92.6881,Tezpur,500.0,17.3,278.2,5,4.4,28.4,0.765,0.267,873.3,forest,0
24.1673,92.7436,Aizawl,124.0,6.4,16.4,6,11.4,50.5,0.503,0.42,1492.9,water,0
24.8935,92.1689,Dawki,1554.6,23.8,193.2,10,2.7,5.5,0.637,0.166,6841.4,agriculture,0
25.9028,91.7271,Guwahati,462.1,30.0,271.4,7,20.6,66.4,0.815,0.356,1782.3,urban,0
25.7629,94.0785,Kohima,1065.8,9.1,283.0,4,0.4,1.2,0.632,0.178,4035.7,forest,0
25.6913,92.1412,Shillong,1720.2,23.1,118.5,7,1.0,3.1,0.47,0.676,8460.4,agriculture,0
24.8289,93.7817,Imphal,428.1,16.1,137.7,6,4.1,21.2,0.636,0.861,2923.0,forest,0
25.7844,91.8616,Shillong,128.6,47.3,329.6,8,3.9,8.4,0.314,0.732,858.0,forest,0
25.6843,94.076,Kohima,875.4,14.7,97.6,6,27.7,57.1,0.41,0.756,94.8,agriculture,0
24.9035,93.5864,Imphal,522.9,29.3,67.4,8,9.6,39.6,0.747,0.556,1194.8,water,1
25.5805,90.1595,Tura,1017.1,21.0,261.6,9,16.8,54.3,0.583,0.722,448.2,forest,0
25.0193,92.133,Dawki,1150.1,19.5,316.7,5,8.8,35.8,0.864,0.187,129.8,forest,0
25.7625,91.5821,Guwahati,173.4,16.6,232.2,6,5.3,40.3,0.597,0.908,461.4,urban,0
26.8589,92.382,Tezpur,394.0,19.6,16.8,10,1.1,5.3,0.487,0.266,1550.1,forest,0
24.7007,94.1158,Imphal,1109.9,12.8,214.8,8,3.1,23.9,0.856,0.477,1157.2,forest,0
26.5671,92.6682,Tezpur,1925.5,37.4,125.8,10,8.1,28.0,0.554,0.208,775.5,forest,0
26.0733,91.7054,Guwahati,642.7,8.5,157.0,12,1.3,7.5,0.909,0.234,6440.2,water,0
27.2846,93.854,Itanagar,535.3,9.0,143.5,4,1.6,3.9,0.573,0.202,2266.6,bare,0
25.6532,90.4743,Tura,729.5,16.5,171.1,5,3.0,23.3,0.8,0.192,4622.5,forest,0
27.4685,94.9332,Dibrugarh,917.0,33.8,141.6,9,4.7,17.1,0.204,0.995,2469.5,forest,0
26.9721,93.3167,Itanagar,368.3,20.9,305.5,6,26.6,77.8,0.624,0.842,2567.6,forest,0
25.574,91.6508,Shillong,828.5,12.1,173.7,10,1.0,4.7,0.635,0.259,21947.7,forest,0
25.0745,92.2295,Dawki,686.1,16.5,181.0,8,0.1,0.4,0.415,0.271,8237.1,forest,0
27.3732,94.7343,Dibrugarh,2060.2,15.7,72.0,4,0.4,2.6,0.42,0.179,1242.3,agriculture,1
24.2447,90.7192,Agartala,284.1,50.0,343.1,5,3.9,26.6,0.521,0.251,5663.2,forest,0
23.8848,91.2174,Agartala,356.7,9.1,187.4,8,6.8,15.2,0.615,0.564,1317.7,bare,0
25.8392,92.9732,Tezpur,485.5,30.3,95.7,4,3.6,12.8,0.587,0.218,3030.8,water,0
25.6194,91.9275,Shillong,955.6,34.1,105.6,9,1.1,7.3,0.358,0.602,1871.3,agriculture,0
25.7109,94.2069,Kohima,505.7,18.9,144.2,12,5.2,23.8,0.812,0.162,1547.4,forest,0
23.8338,90.8004,Agartala,400.9,13.6,193.9,9,36.8,121.1,0.572,0.735,240.5,forest,0
25.5773,90.1823,Tura,1409.7,11.0,180.9,5,8.8,42.3,0.53,0.23,983.8,agriculture,0
23.5249,91.7742,Agartala,685.0,34.6,25.1,5,0.7,1.4,0.368,0.234,3167.2,forest,0
25.4338,91.8172,Shillong,654.5,47.9,268.2,4,0.3,2.1,0.577,0.243,3699.0,agriculture,0
25.6452,94.2633,Kohima,981.3,24.1,336.9,9,6.1,15.2,0.536,0.599,6086.4,agriculture,0
26.598,94.078,Jorhat,738.0,20.4,257.3,8,16.5,119.0,0.755,0.573,5114.7,forest,0
23.4771,93.1583,Aizawl,375.2,25.7,189.9,5,3.8,23.4,0.645,0.162,753.1,forest,0
26.6206,92.6282,Tezpur,1286.8,26.4,87.6,9,3.3,22.4,0.639,0.664,5567.0,forest,0
24.0158,91.325,Agartala,421.1,26.5,272.8,7,1.9,10.0,0.55,0.932,44.8,urban,0
25.6691,94.076,Kohima,177.4,14.7,308.3,7,3.7,11.1,0.8,0.757,1522.3,agriculture,1
26.6766,93.618,Itanagar,491.8,26.3,351.0,8,8.1,50.3,0.655,0.7,33.3,water,0
25.2443,92.1999,Dawki,713.7,11.9,63.6,4,4.0,18.9,0.768,0.257,4080.5,urban,0
25.6264,90.1055,Tura,338.4,17.0,297.5,6,4.8,25.3,0.539,0.744,9238.4,agriculture,0
25.5051,90.206,Tura,1345.1,44.9,159.8,5,3.4,24.7,0.561,0.26,86.2,agriculture,0
24.9956,92.0359,Dawki,2095.1,5.5,36.2,4,9.7,21.5,0.508,0.185,3186.6,forest,0
23.9863,91.2905,Agartala,1535.1,15.7,75.8,8,1.1,7.9,0.55,0.961,2498.4,forest,0
26.1211,91.9794,Guwahati,364.6,30.7,306.4,7,3.5,20.0,0.75,0.746,12266.5,urban,0
25.7138,94.3453,Kohima,229.2,23.7,157.3,4,2.5,19.2,0.655,0.257,11348.5,urban,0
27.6154,94.8832,Dibrugarh,378.2,35.5,238.3,7,16.7,36.6,0.8,0.86,216.7,forest,1
26.9906,93.8733,Itanagar,1095.4,39.5,122.4,9,0.8,3.1,0.574,0.424,10347.5,water,0
26.557,92.9566,Tezpur,422.0,35.5,125.6,7,13.6,106.3,0.683,0.357,961.3,forest,1
25.3732,90.3129,Tura,1771.2,31.5,75.3,7,2.5,19.7,0.709,0.701,4877.6,forest,0
27.4424,94.8732,Dibrugarh,374.8,27.2,83.2,6,14.3,102.3,0.65,0.768,13264.2,agriculture,0
26.6876,94.2808,Jorhat,93.6,16.1,217.4,7,26.0,196.0,0.765,0.645,2094.9,forest,0
25.5722,91.9264,Shillong,1357.6,14.7,357.0,12,3.0,14.1,0.901,0.241,653.9,agriculture,0
25.6157,93.7756,Kohima,553.5,13.0,116.1,3,0.1,0.6,0.686,0.261,6358.4,agriculture,0
23.5995,92.9447,Aizawl,1143.2,15.0,113.2,7,11.4,79.4,0.592,0.722,120.6,forest,0
25.6059,93.8666,Kohima,816.1,22.3,232.7,5,3.9,23.0,0.805,0.207,2940.4,urban,0
25.606,94.1055,Kohima,1468.3,13.3,212.2,6,14.7,110.0,0.606,0.916,1298.0,forest,0
25.3231,91.8238,Shillong,957.0,33.2,282.1,4,7.3,23.1,0.658,0.225,1258.4,forest,0
23.5344,92.8457,Aizawl,638.7,22.4,2.0,3,7.4,55.4,0.516,0.278,1500.5,agriculture,0
25.5911,94.3957,Kohima,347.3,19.3,151.4,8,46.3,328.9,0.599,0.624,6086.3,urban,0
25.5208,92.0169,Shillong,680.3,51.4,162.5,10,0.9,5.5,0.398,0.212,1339.4,agriculture,1
27.8652,95.3693,Dibrugarh,216.3,35.3,246.8,4,0.4,2.1,0.525,0.263,3.9,urban,0
27.5039,94.9005,Dibrugarh,265.6,14.7,213.7,5,3.1,24.7,0.675,0.154,1209.0,forest,0
27.4765,94.6914,Dibrugarh,884.8,7.6,151.1,7,23.5,112.9,0.643,0.827,269.3,bare,0
25.3756,90.4166,Tura,357.8,7.1,244.9,6,6.0,36.6,0.758,0.642,277.4,urban,0
27.4862,94.8804,Dibrugarh,451.9,7.7,74.6,6,2.2,5.3,0.504,0.853,50.0,forest,0
24.4811,93.8981,Imphal,579.1,21.8,356.0,9,1.1,8.0,0.443,0.774,6796.7,forest,0
24.9502,92.1095,Dawki,1028.2,17.3,238.2,8,4.4,11.2,0.532,0.842,890.1,forest,0
27.0221,93.6151,Itanagar,425.9,28.9,282.6,6,21.2,90.9,0.387,0.997,6904.1,forest,0
24.7982,93.9494,Imphal,807.1,12.9,36.4,9,37.0,241.9,0.522,0.529,4345.3,water,0
25.1694,94.0634,Kohima,798.8,16.5,288.6,8,9.5,51.6,0.335,0.615,2740.1,water,0
25.342,90.0278,Tura,815.1,19.5,338.6,5,1.1,3.8,0.714,0.248,2020.7,forest,0
26.7182,92.7351,Tezpur,1473.5,9.4,88.1,9,13.1,31.7,0.435,0.412,6263.2,forest,0
25.0103,93.8485,Imphal,357.7,37.1,271.2,6,21.6,139.9,0.617,0.951,708.8,agriculture,0
25.6248,90.0324,Tura,3009.0,4.9,221.4,4,5.4,41.3,0.61,0.263,3836.4,forest,0
27.3412,94.9032,Dibrugarh,209.6,43.4,329.7,8,0.9,4.5,0.628,0.45,2124.0,bare,1
25.7856,91.8674,Guwahati,388.8,15.1,83.9,7,38.5,249.8,0.49,0.558,6753.1,forest,1
23.6418,92.4967,Aizawl,1466.0,28.9,54.3,8,8.2,46.4,0.658,0.505,1066.0,forest,0
25.7544,90.3026,Tura,278.7,13.0,52.2,4,3.0,5.9,0.818,0.23,1687.0,agriculture,0
26.2077,91.5131,Guwahati,216.6,28.2,87.9,7,9.6,62.2,0.381,0.534,345.5,agriculture,0
27.4261,94.7402,Dibrugarh,769.1,22.5,149.1,8,3.6,13.5,0.618,0.664,317.4,water,1
24.9025,92.0768,Dawki,750.1,37.3,349.6,9,11.7,90.9,0.621,0.924,4864.8,agriculture,1
25.3006,90.0955,Tura,994.3,38.3,187.2,6,11.1,73.8,0.432,0.647,3741.9,urban,0
23.8361,91.3855,Agartala,1343.9,32.7,312.0,9,49.3,120.0,0.443,0.699,315.7,agriculture,0
25.1794,92.0607,Dawki,657.0,15.0,305.2,9,13.6,74.1,0.685,0.688,10293.2,water,0
23.3414,91.2792,Agartala,420.7,26.1,338.2,6,6.7,30.9,0.66,0.897,5102.7,agriculture,0
25.282,92.3651,Dawki,299.2,18.9,77.7,9,1.3,6.2,0.434,0.589,3679.6,water,0
26.1718,93.1392,Tezpur,990.1,6.8,318.0,10,0.4,2.6,0.892,0.263,3004.4,forest,0
27.701,94.8729,Dibrugarh,559.8,18.6,195.6,9,1.8,13.4,0.493,1.0,5013.7,forest,0
24.7366,93.8619,Imphal,3213.1,23.7,149.1,11,2.6,18.9,0.66,0.215,122.5,forest,1
25.911,91.9117,Guwahati,146.7,14.9,261.5,7,11.9,62.5,0.476,0.668,576.5,urban,0
25.5491,92.0328,Shillong,720.0,12.6,70.0,11,1.3,7.6,0.502,0.191,1551.2,urban,0
25.1327,91.9197,Dawki,280.6,27.2,106.9,9,6.7,17.3,0.552,0.558,11142.4,urban,0
25.506,94.2477,Kohima,319.3,8.0,300.8,1,4.9,37.3,0.798,0.212,2510.4,forest,0
23.8492,92.4937,Aizawl,312.3,21.7,72.9,8,3.0,17.2,0.414,0.715,357.3,bare,0
26.8054,93.9155,Itanagar,277.4,32.3,169.3,7,4.6,26.9,0.442,0.811,2310.1,water,1
23.5452,91.3437,Agartala,3070.3,9.6,264.3,8,8.2,30.8,0.465,0.718,5674.1,forest,0
24.7943,93.9326,Imphal,820.0,23.6,29.2,6,50.9,148.4,0.484,0.905,790.7,agriculture,1
25.3968,90.2227,Tura,658.1,10.9,11.6,7,5.6,33.8,0.537,0.86,1592.4,bare,1
23.9148,92.7835,Aizawl,1573.7,32.3,232.8,5,1.5,9.3,0.607,0.272,1719.5,agriculture,1
24.4774,94.2922,Imphal,601.6,8.0,95.7,4,1.3,2.8,0.688,0.16,9560.5,forest,0
25.3799,92.0126,Dawki,822.5,24.2,306.1,10,2.8,7.9,0.411,0.152,67.1,agriculture,0
27.5865,94.7084,Dibrugarh,711.9,16.2,125.9,4,2.2,7.2,0.787,0.204,8060.5,agriculture,0
26.0115,91.9884,Shillong,269.1,13.2,319.5,7,17.2,69.2,0.366,0.926,1184.4,water,0
23.5995,92.6553,Aizawl,724.3,16.9,19.9,9,62.2,431.9,0.332,0.553,8157.0,urban,1
26.8682,93.3978,Itanagar,1190.1,17.6,146.2,9,0.5,3.6,0.791,0.627,4623.5,agriculture,0
24.1855,91.4611,Agartala,751.3,21.0,57.9,8,8.5,39.6,0.733,0.678,1203.0,forest,0
25.2766,92.0588,Dawki,237.3,16.6,237.2,6,9.5,34.3,0.791,0.417,726.2,forest,0
24.736,93.973,Imphal,518.0,37.2,102.6,8,4.9,30.6,0.801,0.511,684.0,water,0
25.3769,91.9824,Shillong,609.5,37.8,136.1,8,36.6,239.0,0.656,0.475,4604.5,agriculture,0
27.5257,94.8129,Dibrugarh,273.8,20.9,303.6,5,1.8,5.1,0.378,0.253,3474.4,forest,0
25.6544,94.156,Kohima,1545.9,22.4,179.1,10,1.8,10.5,0.714,0.19,7865.6,bare,0
27.0091,93.9009,Itanagar,809.3,45.3,269.1,8,0.7,3.8,0.502,0.819,415.0,urban,0
26.3362,92.7665,Tezpur,481.2,21.0,354.3,5,6.0,26.1,0.386,0.192,3790.0,forest,0
26.8659,94.0614,Jorhat,519.0,24.9,51.0,7,14.5,31.9,0.818,0.421,9230.5,forest,0
24.4122,93.9253,Imphal,704.8,30.3,173.5,11,3.3,9.8,0.554,0.228,6340.5,agriculture,0
25.2244,89.8937,Tura,1778.7,28.0,327.2,5,4.1,29.8,0.372,0.247,13865.5,water,0
26.2719,91.7037,Guwahati,313.2,6.4,163.4,6,10.3,23.1,0.578,0.49,4180.9,forest,0
25.8303,91.7502,Shillong,850.7,48.1,127.9,6,10.4,62.8,0.379,0.485,1442.3,forest,0
24.0812,92.8441,Aizawl,212.4,10.0,102.6,9,29.7,88.5,0.292,0.902,5567.3,agriculture,0
23.4874,92.118,Aizawl,587.0,32.1,178.5,9,6.2,27.1,0.605,0.686,2611.8,bare,0
23.729,92.8023,Aizawl,516.3,34.4,326.1,9,1.6,4.6,0.438,0.497,1617.0,forest,0
26.8441,93.3952,Itanagar,342.6,30.7,98.0,4,3.2,19.0,0.652,0.239,3928.8,forest,0
27.3073,94.7561,Dibrugarh,859.2,12.5,4.9,7,0.9,6.8,0.669,0.471,4265.9,forest,0
26.5916,92.8945,Tezpur,350.7,12.3,333.4,5,0.9,3.3,0.504,0.164,7956.0,bare,1
25.2473,91.8306,Dawki,398.6,14.2,3.2,2,2.7,11.8,0.648,0.19,956.6,water,0
26.8161,93.9782,Jorhat,335.4,19.7,89.0,11,1.5,8.5,0.65,0.277,1897.5,forest,0
25.5704,92.1513,Dawki,303.9,26.9,352.7,12,1.4,3.1,0.707,0.226,5181.7,water,0
25.6574,90.1403,Tura,90.6,37.3,260.6,8,24.0,85.2,0.435,0.298,3091.6,urban,0
25.3995,91.6955,Shillong,284.3,13.5,53.1,7,0.6,1.2,0.697,0.502,6772.9,bare,1
25.4491,90.1109,Tura,951.2,30.5,308.2,5,5.7,16.1,0.742,0.202,7784.0,forest,0
25.6442,90.4678,Tura,353.8,5.4,22.3,8,0.4,2.2,0.701,0.622,1010.3,water,0
25.7462,91.7923,Shillong,537.7,21.2,153.9,7,34.3,274.3,0.531,0.966,2584.0,water,1
25.4516,91.7233,Dawki,527.9,26.1,323.7,6,20.4,134.1,0.428,0.919,5443.4,agriculture,0
23.5612,92.7528,Aizawl,367.2,26.5,329.6,7,7.6,49.6,0.572,0.949,2083.6,water,0
23.9789,91.4453,Agartala,366.5,18.8,347.5,4,5.1,18.8,0.423,0.162,199.6,forest,0
26.8474,93.4612,Itanagar,162.3,29.5,161.7,7,12.0,84.3,0.815,0.964,667.9,forest,0
25.3404,91.8194,Shillong,1752.2,18.9,316.9,11,1.2,8.0,0.634,0.154,3002.3,agriculture,1
26.7103,94.0379,Jorhat,3420.7,11.1,90.1,8,12.8,34.1,0.634,0.875,3631.5,water,0
27.2547,95.1222,Dibrugarh,1366.0,20.1,202.6,5,5.1,13.6,0.654,0.29,1299.4,forest,0
27.5385,95.0994,Dibrugarh,66.0,34.5,272.2,7,5.0,17.6,0.53,0.839,6535.1,bare,0
25.4469,92.1182,Shillong,55.8,26.1,56.4,8,30.9,137.9,0.678,0.559,46.6,forest,1
27.6567,95.0429,Dibrugarh,849.4,27.5,47.6,4,5.1,38.1,0.53,0.213,4187.4,bare,0
26.6768,92.9814,Tezpur,208.2,16.7,35.6,3,0.5,3.3,0.673,0.252,5034.2,agriculture,0
26.8305,94.3484,Jorhat,489.6,15.1,90.0,7,18.1,143.6,0.729,0.153,5.2,forest,1
27.6707,93.2857,Itanagar,1313.8,38.8,301.5,9,9.4,30.6,0.547,0.867,1662.3,urban,0
25.7651,94.0984,Kohima,739.3,35.8,34.4,4,6.9,36.4,0.461,0.256,85.1,forest,0
25.398,91.793,Dawki,437.3,20.7,204.8,9,15.2,93.2,0.511,0.991,38.2,forest,1
26.9067,94.2573,Jorhat,196.2,26.1,44.0,7,8.5,42.6,0.613,0.671,2488.8,agriculture,0
23.8766,92.5892,Aizawl,904.2,24.3,319.3,6,7.0,26.3,0.482,0.495,1835.4,forest,0
25.5271,89.963,Tura,517.7,15.7,126.7,4,1.7,13.2,0.719,0.181,1864.3,water,0
25.2712,92.1317,Dawki,605.3,29.6,282.6,7,10.2,31.7,0.695,0.786,7591.3,forest,0
25.3206,94.1559,Kohima,372.6,27.7,284.1,7,0.4,1.0,0.523,0.792,4825.8,agriculture,0
25.8579,92.0423,Shillong,875.2,22.7,35.8,6,22.0,137.3,0.694,0.825,6827.7,forest,0
27.366,93.4425,Itanagar,3214.9,20.7,299.2,6,7.7,56.5,0.331,0.699,1397.4,forest,0
26.8445,93.5362,Itanagar,734.3,18.9,276.0,8,0.8,4.0,0.892,0.802,6393.2,agriculture,0
26.7115,92.8498,Tezpur,970.4,22.7,84.8,5,2.9,11.3,0.654,0.199,45.2,forest,0
25.745,92.0922,Shillong,622.5,29.3,272.6,4,0.8,3.4,0.597,0.181,8537.3,urban,0
25.6927,92.0005,Shillong,76.6,5.2,158.5,4,3.1,20.4,0.77,0.287,3181.5,forest,0
25.0494,94.0041,Imphal,126.7,26.5,328.4,11,3.2,25.3,0.353,0.269,5664.0,bare,0
25.4735,94.1623,Kohima,898.1,12.5,306.8,6,6.1,48.5,0.428,0.833,1628.7,bare,0
23.8253,91.3391,Agartala,1614.6,23.5,149.5,5,0.3,1.2,0.507,0.142,1994.9,urban,0
27.168,92.736,Tezpur,990.1,38.2,124.7,6,32.9,157.6,0.288,0.886,4531.5,forest,0
24.8773,93.6113,Imphal,711.3,13.8,6.3,5,1.4,10.3,0.603,0.263,9028.8,forest,0
25.5495,92.2706,Dawki,618.8,24.7,303.0,9,6.0,31.3,0.618,0.273,2070.7,urban,0
26.2843,91.7555,Guwahati,401.3,17.0,245.8,6,12.3,93.4,0.564,0.765,4933.2,agriculture,0
26.4302,92.5503,Tezpur,448.3,24.7,182.2,7,9.6,34.6,0.581,0.983,432.6,water,0
27.5673,94.8194,Dibrugarh,1890.1,46.6,55.0,4,2.3,12.2,0.301,0.226,325.6,forest,1
25.864,91.8684,Shillong,769.3,17.8,314.1,6,2.6,7.4,0.679,0.651,2519.6,forest,0
26.5158,94.2934,Jorhat,648.6,27.2,344.2,9,13.0,60.7,0.59,0.674,7814.4,agriculture,0
26.4351,92.9291,Tezpur,443.0,19.5,291.3,10,0.5,1.1,0.506,0.146,10593.4,forest,0
26.9096,94.1756,Jorhat,1493.8,8.8,285.9,9,3.6,17.4,0.599,0.841,1797.9,agriculture,0
26.5357,93.1525,Tezpur,2180.1,27.2,82.9,7,24.0,161.3,0.499,0.244,4150.2,forest,0
24.5753,94.0578,Imphal,1555.2,34.1,104.3,5,7.7,49.7,0.457,0.27,864.4,forest,0
25.6022,94.123,Kohima,779.9,30.7,168.0,6,33.1,152.9,0.68,0.655,4692.6,forest,0
24.1223,90.9278,Agartala,573.1,38.3,10.5,6,11.8,43.3,0.52,0.523,7691.9,forest,0
26.0201,91.9871,Guwahati,717.7,29.7,336.9,7,2.0,9.4,0.95,0.911,223.0,water,0
25.3693,92.1647,Shillong,359.9,6.7,150.7,2,1.7,10.3,0.631,0.254,5006.9,agriculture,0
25.2798,92.0839,Dawki,546.9,30.3,217.0,12,2.0,6.6,0.486,0.2,4054.0,forest,0
25.7617,90.2526,Tura,440.3,6.3,197.6,5,2.4,19.0,0.821,0.202,500.6,urban,0
26.5071,92.6343,Tezpur,763.6,43.6,305.6,7,18.4,58.1,0.456,0.379,4450.2,forest,0
23.7951,91.7116,Agartala,2069.6,6.2,169.9,9,8.0,41.9,0.666,0.742,1768.6,forest,0
23.8626,93.1565,Aizawl,1594.9,14.5,288.7,8,17.9,87.9,0.323,0.817,3440.0,forest,1
23.7059,92.65,Aizawl,575.6,37.2,88.2,4,4.9,13.9,0.51,0.136,1832.0,forest,0
25.6287,89.8585,Tura,383.1,15.2,25.2,6,13.1,37.8,0.627,0.679,732.7,urban,0
23.7648,91.1394,Agartala,505.6,26.9,231.2,10,0.7,4.4,0.479,0.177,1550.7,forest,0
27.2151,94.7818,Dibrugarh,2507.6,25.4,253.7,9,46.3,151.2,0.903,0.975,1747.6,agriculture,0
27.593,94.8959,Dibrugarh,282.6,9.6,125.9,12,2.0,13.5,0.567,0.156,990.3,agriculture,0
26.5238,91.5814,Guwahati,2814.2,8.6,26.4,6,4.2,14.6,0.774,0.608,2213.4,forest,0
25.2378,90.2926,Tura,280.5,12.0,316.2,6,24.6,80.1,0.464,0.538,10675.8,agriculture,0
26.8594,92.7188,Tezpur,311.8,36.7,37.3,7,7.1,38.6,0.551,0.352,629.3,urban,0
25.9398,91.6609,Guwahati,1303.4,5.7,130.6,10,2.5,6.9,0.614,0.266,1145.6,forest,0
25.4951,90.2042,Tura,1890.3,40.3,128.2,11,8.3,58.5,0.38,0.192,3573.6,urban,0
27.3535,93.3538,Itanagar,1330.4,15.2,346.7,6,26.7,104.6,0.44,0.267,1228.2,agriculture,0
25.3262,90.017,Tura,227.1,12.2,318.6,12,0.1,0.3,0.819,0.218,634.8,water,0
27.4247,94.564,Dibrugarh,789.7,13.6,203.1,5,2.9,6.1,0.678,0.27,4346.9,agriculture,0
24.4358,91.5164,Agartala,3381.3,14.5,281.6,4,1.9,13.0,0.458,0.258,1651.9,water,0
25.4542,90.3639,Tura,761.9,28.5,53.9,9,5.2,35.4,0.353,0.558,2261.8,agriculture,0
26.4311,91.739,Guwahati,253.1,30.8,128.2,4,0.2,0.8,0.645,0.216,1291.8,bare,0
23.7512,92.8616,Aizawl,392.4,18.5,214.4,8,8.8,20.9,0.376,0.689,1835.0,forest,0
26.3525,94.0457,Jorhat,197.0,38.2,311.9,2,3.4,18.1,0.601,0.249,5283.0,agriculture,0
27.626,94.9522,Dibrugarh,850.0,31.7,317.6,6,7.4,44.4,0.92,0.573,634.9,forest,0
25.1453,91.8994,Dawki,657.2,52.9,291.5,6,0.4,0.9,0.549,0.337,5580.1,bare,0
25.4023,90.0424,Tura,852.7,31.6,134.8,7,14.1,28.7,0.589,0.535,3711.8,agriculture,0
23.864,92.7708,Aizawl,545.5,13.1,214.7,6,5.3,12.3,0.405,0.688,838.0,forest,0
25.0872,93.8302,Imphal,608.2,44.7,287.4,5,1.1,5.4,0.392,0.182,4020.2,bare,1
25.6169,94.1636,Kohima,827.7,7.1,339.2,6,3.5,18.4,0.691,0.785,353.7,forest,0
26.5029,94.6018,Jorhat,488.2,18.9,40.5,4,0.1,0.7,0.91,0.185,13109.0,bare,0
24.9859,93.8703,Imphal,957.1,3.6,263.2,7,5.9,33.2,0.563,0.868,3399.6,forest,1
26.4371,92.8849,Tezpur,1327.6,29.5,194.6,7,13.8,80.8,0.691,0.925,5443.8,forest,0
27.1416,93.611,Itanagar,393.3,10.0,250.2,9,11.8,25.9,0.451,0.599,661.1,urban,0
25.7957,94.0272,Kohima,263.7,12.3,104.2,8,12.0,80.2,0.47,0.996,2786.8,forest,0
25.2786,94.1025,Kohima,553.4,15.1,15.9,7,12.0,29.5,0.389,0.4,220.6,bare,1
25.514,90.0896,Tura,372.5,29.8,135.4,7,6.8,24.0,0.703,0.397,3741.3,water,0
25.4121,90.2546,Tura,1858.0,15.9,239.4,5,0.4,0.8,0.567,0.237,439.3,forest,0
25.258,91.9555,Shillong,357.3,15.8,12.0,12,0.3,1.9,0.635,0.262,865.2,forest,0
26.1663,91.9456,Guwahati,852.6,17.3,250.6,5,3.1,17.9,0.403,0.193,3573.9,water,0
24.7263,93.8826,Imphal,742.2,9.9,336.7,3,0.6,1.5,0.443,0.218,957.8,forest,0
23.6454,92.6385,Aizawl,662.1,27.4,125.0,7,20.9,50.3,0.649,0.958,1063.1,forest,1
26.1031,91.5085,Guwahati,1000.8,13.8,306.3,7,0.4,1.8,0.643,0.359,4826.7,water,0
24.5628,93.9095,Imphal,443.9,40.0,318.7,9,7.2,26.9,0.804,0.847,428.2,forest,1
26.9846,94.2202,Jorhat,185.7,23.0,25.8,6,4.0,14.3,0.649,0.733,467.1,forest,0
26.5545,92.7922,Tezpur,1411.5,6.8,222.9,8,0.6,2.2,0.535,1.0,12226.3,forest,0
25.6671,90.1544,Tura,628.6,27.9,315.9,7,4.8,26.6,0.535,0.776,3410.1,agriculture,0
23.6813,92.6758,Aizawl,326.3,14.7,68.5,5,1.8,11.6,0.665,0.241,2632.8,forest,1
25.3467,92.1085,Dawki,1811.2,18.1,321.3,8,11.2,44.6,0.454,0.484,10042.1,agriculture,0
24.0652,92.8322,Aizawl,916.3,25.7,187.9,6,0.7,2.7,0.372,0.98,15047.3,water,0
23.8019,91.2841,Agartala,1889.3,37.3,345.6,3,1.7,12.1,0.496,0.222,1111.7,forest,1
26.578,92.9868,Tezpur,1119.5,15.2,189.2,8,21.3,149.8,0.657,0.404,74.3,forest,0
23.8163,91.3788,Agartala,3400.0,25.9,78.1,4,2.9,21.2,0.384,0.291,7009.9,forest,1
25.6495,90.3187,Tura,1526.9,24.7,248.4,6,31.8,250.3,0.621,0.281,3110.9,forest,0
26.2373,91.543,Guwahati,1659.8,14.5,22.0,8,9.4,45.5,0.759,0.829,9893.8,urban,1
26.7758,93.7473,Jorhat,1475.1,23.9,334.9,10,0.2,0.6,0.73,0.151,357.7,agriculture,0
26.7451,94.3275,Jorhat,769.2,15.0,200.8,7,5.3,29.2,0.554,0.491,661.4,agriculture,0
24.9277,91.6477,Dawki,619.1,20.5,235.2,9,42.8,341.9,0.481,1.0,514.0,urban,0
25.2509,92.0663,Dawki,270.5,22.7,12.3,5,13.8,83.6,0.541,0.219,1286.1,agriculture,0
27.4392,94.9738,Dibrugarh,279.2,33.5,117.4,8,2.1,13.3,0.457,0.496,140.4,water,0
26.894,94.2106,Jorhat,183.3,38.5,230.0,9,49.0,350.2,0.523,0.823,1408.4,forest,0
23.6379,90.929,Agartala,562.1,22.7,332.5,7,3.1,20.8,0.856,0.633,1441.5,bare,0
24.7449,93.9778,Imphal,1506.8,17.8,250.5,7,15.0,102.6,0.633,0.521,4414.7,forest,0
