YEAR,MONTH,SUBDIVISION,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,ANNUAL
2022,12,Arunachal Pradesh,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,294.5
2023,1,Assam & Meghalaya,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,97.8
2023,1,Sub-Himalayan West Bengal & Sikkim,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,237.8
2023,1,Naga-Mani-Mizo-Tripura,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,267.3
2023,1,Arunachal Pradesh,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,269.9
2023,2,Assam & Meghalaya,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,348.0
2023,2,Sub-Himalayan West Bengal & Sikkim,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,113.9
2023,2,Naga-Mani-Mizo-Tripura,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,315.9
2023,2,Arunachal Pradesh,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,84.9
2023,3,Assam & Meghalaya,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,132.4
2023,3,Sub-Himalayan West Bengal & Sikkim,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,323.5
2023,3,Naga-Mani-Mizo-Tripura,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,278.7
2023,3,Arunachal Pradesh,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,180.3
2023,4,Assam & Meghalaya,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,37.0
2023,4,Sub-Himalayan West Bengal & Sikkim,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,247.4
2023,4,Naga-Mani-Mizo-Tripura,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,104.4
2023,4,Arunachal Pradesh,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,69.1
2023,5,Assam & Meghalaya,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,726.7
2023,5,Sub-Himalayan West Bengal & Sikkim,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,1048.7
2023,5,Naga-Mani-Mizo-Tripura,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,196.4
2023,5,Arunachal Pradesh,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,1089.9
2023,6,Assam & Meghalaya,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,3767.0
2023,6,Sub-Himalayan West Bengal & Sikkim,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,253.2,3038.9
2023,6,Naga-Mani-Mizo-Tripura,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,4595.5
2023,6,Arunachal Pradesh,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,348.9,4187.0
2023,7,Assam & Meghalaya,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,251.5,3018.0
2023,7,Sub-Himalayan West Bengal & Sikkim,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,2956.8
2023,7,Naga-Mani-Mizo-Tripura,355.6,355.6,355.6,355.6,355.6,355.6,355.6,355.6,355.6,355.6,355.6,355.6,4267.3
2023,7,Arunachal Pradesh,178.7,178.7,178.7,178.7,178.7,178.7,178.7,178.7,178.7,178.7,178.7,178.7,2144.6
2023,8,Assam & Meghalaya,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,3280.7
2023,8,Sub-Himalayan West Bengal & Sikkim,249.5,249.5,249.5,249.5,249.5,249.5,249.5,249.5,249.5,249.5,249.5,249.5,2994.2
2023,8,Naga-Mani-Mizo-Tripura,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,3667.1
2023,8,Arunachal Pradesh,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,316.9,3802.7
2023,9,Assam & Meghalaya,302.9,302.9,302.9,302.9,302.9,302.9,302.9,302.9,302.9,302.9,302.9,302.9,3635.3
2023,9,Sub-Himalayan West Bengal & Sikkim,390.8,390.8,390.8,390.8,390.8,390.8,390.8,390.8,390.8,390.8,390.8,390.8,4689.5
2023,9,Naga-Mani-Mizo-Tripura,318.2,318.2,318.2,318.2,318.2,318.2,318.2,318.2,318.2,318.2,318.2,318.2,3818.9
2023,9,Arunachal Pradesh,274.8,274.8,274.8,274.8,274.8,274.8,274.8,274.8,274.8,274.8,274.8,274.8,3297.6
2023,10,Assam & Meghalaya,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,524.1
2023,10,Sub-Himalayan West Bengal & Sikkim,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,101.7,1219.9
2023,10,Naga-Mani-Mizo-Tripura,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,1150.1
2023,10,Arunachal Pradesh,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,123.5,1482.3
2023,11,Assam & Meghalaya,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,57.6,690.9
2023,11,Sub-Himalayan West Bengal & Sikkim,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,969.5
2023,11,Naga-Mani-Mizo-Tripura,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,78.2,938.9
2023,11,Arunachal Pradesh,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,928.5
2023,12,Assam & Meghalaya,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,181.2
2023,12,Sub-Himalayan West Bengal & Sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,12,Naga-Mani-Mizo-Tripura,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,279.0
2023,12,Arunachal Pradesh,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,258.4
2024,1,Assam & Meghalaya,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,315.7
2024,1,Sub-Himalayan West Bengal & Sikkim,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,449.9
2024,1,Naga-Mani-Mizo-Tripura,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,141.7
2024,1,Arunachal Pradesh,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,175.7
2024,2,Assam & Meghalaya,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,181.2
2024,2,Sub-Himalayan West Bengal & Sikkim,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,34.4,413.1
2024,2,Naga-Mani-Mizo-Tripura,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,Arunachal Pradesh,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,238.3
2024,3,Assam & Meghalaya,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,3.5
2024,3,Sub-Himalayan West Bengal & Sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,3,Naga-Mani-Mizo-Tripura,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,3,Arunachal Pradesh,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,14.2
2024,4,Assam & Meghalaya,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,308.3
2024,4,Sub-Himalayan West Bengal & Sikkim,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,75.8
2024,4,Naga-Mani-Mizo-Tripura,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,152.7
2024,4,Arunachal Pradesh,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,40.4
2024,5,Assam & Meghalaya,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,1179.9
2024,5,Sub-Himalayan West Bengal & Sikkim,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,563.3
2024,5,Naga-Mani-Mizo-Tripura,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,1434.4
2024,5,Arunachal Pradesh,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,602.5
2024,6,Assam & Meghalaya,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,238.8,2865.8
2024,6,Sub-Himalayan West Bengal & Sikkim,309.8,309.8,309.8,309.8,309.8,309.8,309.8,309.8,309.8,309.8,309.8,309.8,3717.8
2024,6,Naga-Mani-Mizo-Tripura,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,3623.7
2024,6,Arunachal Pradesh,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,4967.7
2024,7,Assam & Meghalaya,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,3715.6
2024,7,Sub-Himalayan West Bengal & Sikkim,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,203.4,2440.5
2024,7,Naga-Mani-Mizo-Tripura,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,255.2,3062.1
2024,7,Arunachal Pradesh,254.2,254.2,254.2,254.2,254.2,254.2,254.2,254.2,254.2,254.2,254.2,254.2,3050.1
2024,8,Assam & Meghalaya,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,358.0,4296.0
2024,8,Sub-Himalayan West Bengal & Sikkim,330.7,330.7,330.7,330.7,330.7,330.7,330.7,330.7,330.7,330.7,330.7,330.7,3968.4
2024,8,Naga-Mani-Mizo-Tripura,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4,3485.4
2024,8,Arunachal Pradesh,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,4434.8
2024,9,Assam & Meghalaya,257.7,257.7,257.7,257.7,257.7,257.7,257.7,257.7,257.7,257.7,257.7,257.7,3092.6
2024,9,Sub-Himalayan West Bengal & Sikkim,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,3469.2
2024,9,Naga-Mani-Mizo-Tripura,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,3773.5
2024,9,Arunachal Pradesh,422.3,422.3,422.3,422.3,422.3,422.3,422.3,422.3,422.3,422.3,422.3,422.3,5067.1
2024,10,Assam & Meghalaya,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,924.5
2024,10,Sub-Himalayan West Bengal & Sikkim,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,833.7
2024,10,Naga-Mani-Mizo-Tripura,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,583.5
2024,10,Arunachal Pradesh,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,1207.0
2024,11,Assam & Meghalaya,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,748.4
2024,11,Sub-Himalayan West Bengal & Sikkim,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,1083.7
2024,11,Naga-Mani-Mizo-Tripura,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,275.4
2024,11,Arunachal Pradesh,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,111.3,1335.5
2024,12,Assam & Meghalaya,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,20.2
2024,12,Sub-Himalayan West Bengal & Sikkim,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,86.7
2024,12,Naga-Mani-Mizo-Tripura,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,307.0
2024,12,Arunachal Pradesh,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,19.9
2025,1,Assam & Meghalaya,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,170.5
2025,1,Sub-Himalayan West Bengal & Sikkim,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,188.9
2025,1,Naga-Mani-Mizo-Tripura,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,60.2
2025,1,Arunachal Pradesh,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,341.2
2025,2,Assam & Meghalaya,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,359.9
2025,2,Sub-Himalayan West Bengal & Sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,Naga-Mani-Mizo-Tripura,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.1
2025,2,Arunachal Pradesh,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,277.0
2025,3,Assam & Meghalaya,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,23.6
2025,3,Sub-Himalayan West Bengal & Sikkim,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,133.4
2025,3,Naga-Mani-Mizo-Tripura,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,195.5
2025,3,Arunachal Pradesh,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,263.0
2025,4,Assam & Meghalaya,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,153.2
2025,4,Sub-Himalayan West Bengal & Sikkim,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,191.4
2025,4,Naga-Mani-Mizo-Tripura,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,86.8
2025,4,Arunachal Pradesh,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,335.1
2025,5,Assam & Meghalaya,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,781.7
2025,5,Sub-Himalayan West Bengal & Sikkim,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,1082.3
2025,5,Naga-Mani-Mizo-Tripura,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,775.8
2025,5,Arunachal Pradesh,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,83.2,998.3
2025,6,Assam & Meghalaya,286.5,286.5,286.5,286.5,286.5,286.5,286.5,286.5,286.5,286.5,286.5,286.5,3438.6
2025,6,Sub-Himalayan West Bengal & Sikkim,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,3444.0
2025,6,Naga-Mani-Mizo-Tripura,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,2626.8
2025,6,Arunachal Pradesh,363.7,363.7,363.7,363.7,363.7,363.7,363.7,363.7,363.7,363.7,363.7,363.7,4364.6
2025,7,Assam & Meghalaya,413.1,413.1,413.1,413.1,413.1,413.1,413.1,413.1,413.1,413.1,413.1,413.1,4957.5
2025,7,Sub-Himalayan West Bengal & Sikkim,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,3833.4
2025,7,Naga-Mani-Mizo-Tripura,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,4303.0
2025,7,Arunachal Pradesh,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,4404.5
2025,8,Assam & Meghalaya,374.2,374.2,374.2,374.2,374.2,374.2,374.2,374.2,374.2,374.2,374.2,374.2,4490.9
2025,8,Sub-Himalayan West Bengal & Sikkim,324.3,324.3,324.3,324.3,324.3,324.3,324.3,324.3,324.3,324.3,324.3,324.3,3891.2
2025,8,Naga-Mani-Mizo-Tripura,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,3803.8
2025,8,Arunachal Pradesh,369.1,369.1,369.1,369.1,369.1,369.1,369.1,369.1,369.1,369.1,369.1,369.1,4429.4
2025,9,Assam & Meghalaya,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,3666.1
2025,9,Sub-Himalayan West Bengal & Sikkim,222.1,222.1,222.1,222.1,222.1,222.1,222.1,222.1,222.1,222.1,222.1,222.1,2665.0
2025,9,Naga-Mani-Mizo-Tripura,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,3622.9
2025,9,Arunachal Pradesh,148.9,148.9,148.9,148.9,148.9,148.9,148.9,148.9,148.9,148.9,148.9,148.9,1787.1
2025,10,Assam & Meghalaya,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,79.8,957.9
2025,10,Sub-Himalayan West Bengal & Sikkim,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8
2025,10,Naga-Mani-Mizo-Tripura,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,1405.0
2025,10,Arunachal Pradesh,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,1014.5
2025,11,Assam & Meghalaya,107.8,107.8,107.8,107.8,107.8,107.8,107.8,107.8,107.8,107.8,107.8,107.8,1294.1
2025,11,Sub-Himalayan West Bengal & Sikkim,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,959.8
2025,11,Naga-Mani-Mizo-Tripura,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,591.5
2025,11,Arunachal Pradesh,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,37.7,451.9
2025,12,Assam & Meghalaya,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,63.6
2025,12,Sub-Himalayan West Bengal & Sikkim,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,16.1
2025,12,Naga-Mani-Mizo-Tripura,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,256.0
2025,12,Arunachal Pradesh,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,155.1
